"Record ID","Opportunity Name","Opportunity ID"
"61812492441","US OB Expansion","006Uh00000jlQhuIAE"
"61812492565","India expansion for screen scraping","006Uh00000jlHYBIA2"
"61848849952","UK OB Expansion","006Uh00000jlBqyIAE"
"61844525414","UK OB Expansion","006Uh00000jlVssIAE"
"61851336763","JPMC- Merchant Services Use Case Canada","006Uh00000jbjfNIAQ"
"61847622029","McAfee - 2026 6 month Renewal - H1 - Aggregation","006Uh00000jWUAjIAO"
"61817603476","Navy Fed- Held-Away Summary on Digital Banking Dashboard","006TU00000KzUX7YAN"
"61818837160","BMO MyWealth - FL & Held-Away Integration","006TU00000KnTADYA3"
"61820073492","NYL - Sync Extracts","006TU00000Kj6H4YAJ"
"61806917147","Navy Federal Financial Group (NFFG) - Asset Transfer Verification","006TU00000Kc5HhYAJ"
"61818225479","FreshBooks - 1 Year Renewal","006TU00000KbPn7YAF"
"61817449527","GenDigital - New Contract - MoneyLion Volume","006TU00000KNI3xYAH"
"61819308378","TIAA: MSA Extension to 2/4/2029 (from Consumer Insights 2/3/26 Contract)","006TU00000KK2LWYA1"
"61839263354","Goldman Sachs Group Inc - 2026 Renewal Aggregation","006TU00000JzSsWYAV"
"61849166165","Goldman FL4 Upgrade","006TU00000JwqJRYAZ"
"61812332430","NWM Enterprise/Advisor Insights","006TU00000JwlRpYAJ"
"61806917000","SMB Apps","006TU00000JNlcoYAD"
"61806607217","First Citizens - ATV|","006TU00000J3sybYAB"
"61811871826","Northern Trust - ATV","006TU00000J3qvBYAR"
"61816674350","NWM IAV","006TU00000J3OCXYA3"
"61839409988","KeyBank - TDE - Wealth to support ENV Client Portal","006TU00000It9xxYAB"
"61814194578","Franklin Temp - 2026 Renewal","006TU00000IpbETYAZ"
"61812186706","A360 2026 Auto-Renew","006TU00000IpaS5YAJ"
"61847621944","Edward Jones 2026 Renewal","006TU00000IpZKjYAN"
"61814504078","NWM May 2026 Renewal","006TU00000IpWjSYAV"
"61848697417","Principal Life Insurance Company - 2028 Renewal - Yodlee Direct Aggregation","006TU00000IpYi1YAF"
"61817449388","Truist - 2027 Renewal (Auto 1 Year)","006TU00000IpVVeYAN"
"61843895602","KeyBank Month to Month Extension (May)","006TU00000Idau5YAB"
"61807384156","KeyBank Month to Month Extension (June)","006TU00000IdSzmYAF"
"61810785701","KeyBank Month to Month Extension","006TU00000IdZZpYAN"
"61845448765","KeyBank Month to Month Extension","006TU00000IdPvSYAV"
"61818534022","KeyBank Month to Month Extension","006TU00000IdZTNYA3"
"61815117857","Biz2Credit, Inc. - Dec 2025 Extension for 6 months","006TU00000IZjMVYA1"
"61808771636","Synchrony - RFP - Yodlee Verify for credit card business","006TU00000IRMDOYA5"
"61816825883","PayPal - Agg for all accounts","006TU00000IRLkLYAX"
"61807070886","Symcor Canada: TDE (Enrich-API)","006TU00000IP9KHYA1"
"61840803215","RBC Canada Wealth: Advisor Insights","006TU00000IP7vBYAT"
"61847776358","RBC Canada Wealth: IAV","006TU00000IP7qLYAT"
"61846219115","GenDigital - Risk Analytics","006TU00000IP7aDYAT"
"61842970735","BMO Wealth: Advisor Insights","006TU00000IP6pRYAT"
"61842664048","BMO Wealth: ATV","006TU00000IP6XhYAL"
"61806607187","Yahoo - SBT","006TU00000INwYnYAL"
"61851022242","Oath, Inc. - 2027 Renewal","006TU00000INu7BYAT"
"61851952678","Thrivent - Annual Auto-Renewal","006TU00000INtmDYAT"
"61843895613","Transamerica - Annual Auto-Renewal","006TU00000INtELYA1"
"61815117734","Wealthfront: 2026 Auto-Renewal (Agg/IAV/ATV/CDV)","006TU00000INsRxYAL"
"61820381459","Transamerica - FinApps Installation","006TU00000INgSSYA1"
"61812186672","UBS Wealth - FinApps & FL4 Upgrade","006TU00000INqmjYAD"
"61847466601","UBS - ATV","006TU00000INejyYAD"
"61849476206","Ameriprise - ATV & IAV","006TU00000INo1lYAD"
"61842354482","Q2 Software, Inc. - 2026 Renewal - AbeAI","006TU00000IJf8LYAT"
"61817603496","Vanguard - PFM for Workplace Solutions Group","006TU00000IIjtyYAD"
"61844051457","Vanguard - CDV (Same Day)","006TU00000IIjtxYAD"
"61850557989","Cetera - Advisor Analytics","006TU00000IHEQoYAP"
"61808771614","TD Bank Canada - AGG Wealth","006TU00000IHG1BYAX"
"61819308422","JPMC- Shift from Mins to Usage (Potential 1M+ ARR)","006TU00000IFTwzYAH"
"61838949301","JPMC- Micro Deposits","006TU00000IFNzdYAH"
"61841269333","JPMC- TDE","006TU00000IFN5BYAX"
"61843132033","Morgan Stanley- Advisor Insights","006TU00000IFMKPYA5"
"61814973606","Ed Jones - IDE","006TU00000IC5CtYAL"
"61840180898","Consumer Insights/Widgets","006TU00000IBtJlYAL"
"61840180992","Schwab - ATV","006TU00000IAEP7YAP"
"61812492404","Schwab - Webhooks (Custom)","006TU00000I9dJ7YAJ"
"61848235900","Reckon SOW to upgrade to Fastlink4.0","006TU00000HvgqLYAR"
"61813579326","Marmalade AU Open Banking","006TU00000Hvg5ZYAR"
"61840025118","RBC FL 4 Upgrade (SOW CO - Extension)","006TU00000HmQrFYAV"
"61811872029","NFCU- SMB Enrichment + Portal","006TU00000HmJY1YAN"
"61816514190","TD Bank US - TDE","006TU00000HmEbaYAF"
"61850097548","2026 Renewal - Comerica","006TU00000HhasrYAB"
"61839263241","US expansion","006TU00000HMDsrYAH"
"61850558244","SSO C&D Engagement","006TU00000HIDg9YAH"
"61819146354","Transaction History Purge - Recurring","006TU00000H5yRZYAZ"
"61818534064","Asset Transfer Verification Project Extension CO","006TU00000H3YplYAF"
"61844366367","BMO US: IAV RFP","006TU00000GCMhtYAH"
"61807384155","Bree - Agg","006TU00000FYivdYAD"
"61846841893","First Horizon: Aggregation, TDE","006TU00000FNoptYAD"
"61841585439","Sequoia - Agg","006TU00000FKqkzYAD"
"61843590461","Amex - Credit Matrix","006TU00000F9zrdYAB"
"61812950419","RBC US Wealth - Advisor Analytics","006TU00000F5LETYA3"
"61848545819","Ed Jones New Usage Tier (Renewal Booking)","006TU00000F5KblYAF"
"61841428498","TRowePrice - Sync API Extracts (DUPLICATE/CLOSE LOST)","006TU00000F4jabYAB"
"61816674138","BJSGS Enterprises LLC - 2025 Renewal","006TU00000F4hXBYAZ"
"61847621994","BMO US - CO to SOW 30 (T&M)","006TU00000Eua8nYAB"
"61838796864","Agg Implmentation T&M","006TU00000Et6W9YAJ"
"61839874357","Avoka USA, Inc - Delta CU 2024 Renewal","006TU00000ErG3NYAV"
"61841269256","Lumiant 2026 Renewal","006TU00000EqSMjYAN"
"61811410947","Crypto Customization Software Support","006TU00000Ep91BYAR"
"61849315942","Fifth Third Renewal Software Growth with Granular Category ID for Analytics","006TU00000EnIuzYAF"
"61813419446","Data Panel: Responsible Lending","006TU00000EfPFLYA3"
"61844525433","Lumin - CO #1 for SOW #6 (FinApps & FLv4 upgrade)","006TU00000EasmcYAB"
"61841428506","RFP: IAV, ATV, Consumer Insights","006TU00000EVWI5YAP"
"61839097459","Cetera - ATV","006TU00000EVVsHYAX"
"61810785924","RBC US Wealth - Document Vault","006TU00000EV9i6YAD"
"61814663454","BMO Canada: IAV RFP","006TU00000ETkFWYA1"
"61813733761","RBC - Q4 2025 FL 2.0 Maintenance Fee (SOW #36)","006TU00000ESwCHYA1"
"61816203677","Analytics","006TU00000ESw5pYAD"
"61851952649","Renewal- Tek FRiday","006TU00000EQePxYAL"
"61812022701","Lumin - Update TDE to include mortgage & investments","006TU00000EOi33YAD"
"61849476166","Q3 2025 FL 2.0 Maintenance Fee (SOW #36)","006TU00000EJffJYAT"
"61841585303","Q2 2025 FL 2.0 Maintenance Fee (SOW#36)","006TU00000EJfQnYAL"
"61808615805","Asset Transfer Verification-Part 2 after T4C","006TU00000EIEZ7YAP"
"61806917023","Amex - Credit Matrix POC","006TU00000E4pjqYAB"
"61814037943","KeyBank IDE","006TU00000E2d6rYAB"
"61808467640","Agg renewal","006TU00000Dww90YAB"
"61844836741","Pershing - Yodlee Orchestrate","006TU00000DvtGSYAZ"
"61810627128","Pershing - Payments Insights","006TU00000DvrheYAB"
"61820073382","Pershing - SmartPlanning","006TU00000DvunZYAR"
"61850869174","Pershing - Advisor View","006TU00000DvufVYAR"
"61840803169","Pershing - Wealth Insights","006TU00000DvuXRYAZ"
"61819146315","Pershing - Asset Transfer","006TU00000DvuQzYAJ"
"61845448826","Pershing - Wealth AGG (IDE)","006TU00000DvuNlYAJ"
"61816984668","Equifax Credit - PFM for Credit Score","006TU00000DvtxxYAB"
"61841115048","Equifax Credit - 2026 3 Year Renewal","006TU00000DvsFWYAZ"
"61839097398","Equifax Credit - Consumer Insights","006TU00000DvtebYAB"
"61845920110","Equifax Credit - Subscription Bill Tracker","006TU00000DvtbNYAR"
"61838796900","Equifax Credit - FinApps","006TU00000DvtTJYAZ"
"61852416428","Tyfone - Yodlee Orchestrate","006TU00000DvsLxYAJ"
"61808925020","Tyfone - Enterprise Business Intelligence","006TU00000DvsFVYAZ"
"61846064982","Tyfone - Credit","006TU00000DvrcoYAB"
"61809707577","Tyfone - Payments Insights","006TU00000Dvs5pYAB"
"61816513936","Tyfone - SmartPlanning","006TU00000Dvrw9YAB"
"61818679222","Tyfone - Advisor View","006TU00000DvrsvYAB"
"61807070736","Tyfone - Wealth Insights","006TU00000DvrkrYAB"
"61841115039","Tyfone - Asset Transfer Verification","006TU00000DvrcnYAB"
"61818534147","Tyfone - Wealth AGG (IDE)","006TU00000DvrbBYAR"
"61811562081","Tyfone - PFM for Credit Score","006TU00000Dvh5ZYAR"
"61812950373","Tyfone - Consumer Insights","006TU00000DvguHYAR"
"61850869056","Tyfone - Subscription Bill Tracker","006TU00000DvgSrYAJ"
"61851336735","FIS - Wealth Insights","006TU00000DvZ3CYAV"
"61806607258","Enrich API Implemtation","006TU00000DveKbYAJ"
"61841269268","Analytics API","006TU00000DvdQ9YAJ"
"61816825760","Backbase - SmartPlanning","006TU00000DvPn1YAF"
"61849627269","Backbase - Wealth Insights","006TU00000DvcyjYAB"
"61817286543","Alkami - SmartPlanning","006TU00000DvPn0YAF"
"61841115145","Alkami - Advisor View","006TU00000DvbPxYAJ"
"61846841950","Alkami - Wealth Insights","006TU00000DvZBFYA3"
"61811872019","Alkami - Asset Transfer Verification","006TU00000DvYqHYAV"
"61807691625","Lumin - Subscription Bill Tracker","006TU00000DvJjDYAV"
"61838796846","Lumin - Credit","006TU00000DvMxCYAV"
"61850409883","Lumin - Enterprise Business Intelligence","006TU00000DvPGjYAN"
"61843742567","Lumin - Payments Insights","006TU00000DvP0bYAF"
"61813111051","Lumin - Smart Planning","006TU00000DvCg6YAF"
"61818367885","Lumin - Advisor View","006TU00000DvOSjYAN"
"61812332410","Lumin - Wealth Insights","006TU00000DvHvuYAF"
"61811872038","Lumin - Asset Transfer Verification","006TU00000Dv9aAYAR"
"61844210209","Lumin - Wealth AGG (IDE)","006TU00000DvNV3YAN"
"61846841883","Lumin - Consumer Insights","006TU00000DvN6rYAF"
"61813733800","Backbase - Asset Transfer","006TU00000DvLD7YAN"
"61814813188","Backbase - Payments Insights","006TU00000DvIQZYA3"
"61852416515","Alkami - Credit","006TU00000DvGTZYA3"
"61841269276","Alkami - Enterprise Business Intelligence","006TU00000DvGGfYAN"
"61813419554","Alkami - Payments Insights","006TU00000DvFCXYA3"
"61841115060","Property Value Updates","006TU00000Dsec5YAB"
"61807070723","PFM API Enablement","006TU00000Dp1VdYAJ"
"61815588955","Ameriprise - Data Out (Yodlee Orchestrate)","006TU00000DmECTYA3"
"61850097676","NFCU- Risk Analytics","006TU00000Djn3VYAR"
"61842503718","Empower - ATV","006TU00000Dg6cbYAB"
"61819611491","Empower - Wealth Analytics","006TU00000DfzmPYAR"
"61806302846","TD Bank Canada - ATV","006TU00000DfzCvYAJ"
"61846841913","Transamerica - 3 Year Contract Extension","006TU00000DYed3YAD"
"61843742791","Net Worth App 2025 Renewal","006TU00000DPfbZYAT"
"61846687249","Wiise Software 2025 Renewal","006TU00000DLkI5YAL"
"61810008186","VGW 2025 Renewal","006TU00000DLjkDYAT"
"61848697416","Intelliflo 2025 Renewal","006TU00000DLiD3YAL"
"61842049348","Cashflow Manager 2025 Renewal","006TU00000DLhLpYAL"
"61839725408","Frollo 2025 Renewal","006TU00000DLgxdYAD"
"61850245163","Fyle Inc - 2025 Renewal - Aggregation - Standalone","006TU00000DKUIbYAP"
"61808615843","Investec Limited - 2025 Renewal FinApps","006TU00000DKM4wYAH"
"61808155218","Clear21 2025 Renewal","006TU00000DJmO1YAL"
"61812332379","Fifth Third: Customer Feedback API","006TU00000DIYwbYAH"
"61841733660","Tiller LLC - 2024 Renewal - Aggregation - Standalone","006TU00000DB2dJYAT"
"61852260416","Enterprise Analytics/Insights","006TU00000D6F1iYAF"
"61845919924","FinGoal, Inc. - Four Site Expansion","006TU00000D6NFNYA3"
"61806456985","Backbase - enable mTLS","006TU00000D6MCrYAN"
"61808155188","Credit Meter: Synchrony Financial","006TU00000D36PZYAZ"
"61847001371","Fidelity - Aggregation","006TU00000D1dEMYAZ"
"61842049197","TIAA: PS Held Feed Setup (Move to OAuth)","006TU00000CvvCLYAZ"
"61845603250","KeyBank IAV + Risk Analytics","006TU00000CnW9WYAV"
"61851952672","Worth Unlimited (United First Financial) - 2025 Renewal - Aggregation - Standalone","006TU00000CnvPdYAJ"
"61843131823","Ameriprise - Finapps + Advisor View","006TU00000CnFAHYA3"
"61811102524","RBC US Wealth - SBT (new direct MSA)","006TU00000CmsC5YAJ"
"61816203668","Addition T&M Hours for 2025","006TU00000Ch7NVYAZ"
"61814663491","Crypto Customization Professional Services Delivery","006TU00000CNzNFYA1"
"61817133571","Osaic - Aggregation","006TU00000CGO99YAH"
"61844210319","Certegy - Upgrade to FL4","006TU00000CGLxeYAH"
"61842664052","GenDigital - Multi-Brands FL Support","006TU00000CEM3NYAX"
"61817449371","TIAA - Consumer Insights & FinApps Upgrade","006TU00000C547KYAR"
"61813579269","First Bank- Agg +IAV","006TU00000C45JxYAJ"
"61839725352","TRP 3 Year Contract (Agg/CDV/ATV) *Annual Auto-Renew WON on 3/18/25 NTT","006TU00000C30pNYAR"
"61810172931","KMD Partners, LLC d/b/a CreditNinja - 2025 Renewal - Aggregation & IAV","006TU00000C24ILYAZ"
"61816825761","Backbase - Credit","006TU00000C1guLYAR"
"61819146545","Backbase - EBI for Credit Union Campaigns","006TU00000C1gkfYAB"
"61839569784","Backbase - Wealth Aggregation (IDE)","006TU00000C1gJFYAZ"
"61808771626","Amex- Credit Matrix","006TU00000C04b0YAB"
"61843132046","Goldman Sach - FL4 Upgrade","006TU00000BsXK1YAN"
"61841269107","IAV PS","006TU00000BsUXRYA3"
"61812805713","OpenSignal - Alt Data","006TU00000BrI0TYAV"
"61845448729","FL4 Upgrade","006TU00000BqqiXYAR"
"61820534808","Asset Transfer Verification","006TU00000BqVmAYAV"
"61846687340","Platinum & Direct Support (Auto Renew)","006TU00000BovmLYAR"
"61843132059","Empower - MyYodlee SSO","006TU00000BjbGPYAZ"
"61845448722","Sail","006TU00000BiKRNYA3"
"61811102485","ZaneMoney - Agg","006TU00000BiHq1YAF"
"61843288996","GEICO - IAV RFP","006TU00000BiHJlYAN"
"61842970520","L3Payments - IAV","006TU00000BiF3RYAV"
"61849476200","Asset Vantage/Fintech Pte Ltd - 2025 Renewal","006TU00000BhHbxYAF"
"61844366396","Nimble Accounting - 2025 Renewal","006TU00000BhFdNYAV"
"61812332452","BMO Wealth: Document Vault","006TU00000BdeTtYAJ"
"61810938287","22seven 2025 (Debooking) Renewal","006TU00000BcmuvYAB"
"61814813213","Xero Annual Support 2025 Renewal","006TU00000BcTdlYAF"
"61810478372","Credit Sense (Data Trends) 2025 Renewal","006TU00000BcQUcYAN"
"61839874371","Software Assistant 2025 Renewal","006TU00000BcSEfYAN"
"61815892656","EFTsure Aggregation 2025","006TU00000BcOscYAF"
"61815892657","NBH - CO for SMB platform 2025","006TU00000BJdXBYA1"
"61839097458","Axos Bank- Credit Matrix","006TU00000BGGQfYAP"
"61808615795","Credit One- Credit Matrix","006TU00000BFkNaYAL"
"61841115035","KeyBank- Credit Meter","006TU00000BGD1NYAX"
"61838643980","Navy Fed- Credit Meter","006TU00000BGC6vYAH"
"61815117844","Truist- Credit Meter","006TU00000BGBKXYA5"
"61847622031","Lumin- Credit Meter","006TU00000BGAjRYAX"
"61811713059","BofA- Credit Meter","006TU00000BG9x3YAD"
"61847776339","Total Look - PFM FinApps Upgrade","006TU00000B7UZJYA3"
"61841733522","2UFI - Data out / Orchestrate","006TU00000B6icjYAB"
"61840803131","Amex- AUS cancellation fee","006TU00000B6guHYAR"
"61812022670","2026 Renewal - Nexonia","006TU00000AzguDYAR"
"61806302816","2026 Renewal - Tradesmith","006TU00000AzgMLYAZ"
"61845920049","Simply Studio System - 2026 Renewal - Aggregation","006TU00000Azg9RYAR"
"61814663477","2026 Renewal - Elderscan","006TU00000Azfq5YAB"
"61847311782","2026 Renewal - Benzinga","006TU00000Azf8XYAR"
"61840336216","2026 Renewal - Vantage Card Services","006TU00000AzevdYAB"
"61838949229","Compound Financial, Inc. - 2026 Renewal - Aggregation - Standalone","006TU00000AzdY9YAJ"
"61819611399","Buildium, LLC - 2026 Renewal","006TU00000AzdGPYAZ"
"61851336800","2026 Renewal - Income Laboratory","006TU00000AwrnlYAB"
"61819146515","2026 Renewal - Remotiv","006TU00000AwjdKYAR"
"61817449474","Nimble Accounting - 2026 Renewal","006TU00000AwrMLYAZ"
"61846841923","2026 Renewal - Paragon Computer Solutions","006TU00000AwqTVYAZ"
"61819611450","2026 Renewal - Kubera","006TU00000Atq1pYAB"
"61843590444","2026 Renewal - IGG","006TU00000AtnTmYAJ"
"61842820393","2026 Renewal - Carcione","006TU00000Atp8zYAB"
"61807225193","2026 Renewal - ProNvest (Future Capital)","006TU00000AtnLhYAJ"
"61849787812","2026 Renewal - DYN365","006TU00000AteK2YAJ"
"61852416562","2026 Renewal - Veryfi","006TU00000Atk4TYAR"
"61847466600","2026 Renewal - The Neat Company","006TU00000AtittYAB"
"61809398572","2026 Renewal - Moneyspire","006TU00000AtiNdYAJ"
"61808309281","2026 Renewal - Phlo","006TU00000AtfkjYAB"
"61847466611","Horizon Investments, LLC - 2026 Renewal","006TU00000AtTOdYAN"
"61818837253","NBH - 2025 CO for SMB platform","006TU00000ArvAUYAZ"
"61816357732","ExplorIT cc - 2024 Renewal - Aggregation - Standalone","006TU00000Ar5lNYAR"
"61815431270","OGL Software Limited - 2025 Renewal - Aggregation - Standalone","006TU00000Ar2sLYAR"
"61807225223","Advanced Financial Analytics Ltd - 2025 Renewal - Aggregation - Standalone","006TU00000Ar1GLYAZ"
"61815117871","FISKL LIMITED - 2025 Renewal - Aggregation - Standalone","006TU00000AqutBYAR"
"61843288973","Money Labs - 2024 Renewal - Aggregation - Standalone","006TU00000AqpFBYAZ"
"61852575777","Sage Global Services Limited - 2025 Renewal - Aggregation - Standalone","006TU00000Aqll6YAB"
"61841886331","Wise US Inc - 2025 Renewal - Account Verification","006TU00000AqopNYAR"
"61839569547","McLedger Accounting - 2025 Renewal - Aggregation - Standalone","006TU00000AqlJeYAJ"
"61806607240","Argus, Inc. - 2025 Renewal - Aggregation - Standalone","006TU00000AqnYLYAZ"
"61814343507","Direct ID (MiiCard) 2025 Renewal","006TU00000AqfcVYAR"
"61850097677","Moneyinfo Limited - 2025 Renewal","006TU00000AqewUYAR"
"61819308391","BudgetBakers - 2025 Renewal - Aggregation - Standalone","006TU00000AqmIvYAJ"
"61812492561","Microsoft Development Center Copenhagen - 2025 Renewal - Aggregation - Standalone","006TU00000Aqm1BYAR"
"61815117864","Lumiant - 2025 Renewal","006TU00000AmzBVYAZ"
"61807384214","Upgraded- Credit Matrix","006TU00000AkKdtYAF"
"61841428497","Yamaha Motor- Credit Matrix","006TU00000AkI93YAF"
"61811411068","Commerce Bank- Credit Matrix","006TU00000AkH4vYAF"
"61820381505","Ameriprise: Duration Extension CO","006TU00000Ab3u1YAB"
"61840025167","BMO Canada: AirMiles (AGG/TDE/Sync-API)","006TU00000AYECTYA5"
"61845920059","Accounting Seed Inc - 2025 Renewal - Aggregation","006TU00000AUZllYAH"
"61842503605","Truthifi, Inc. - 2025 Renewal - Aggregation","006TU00000AUZ2bYAH"
"61810172569","Wealthcare Capital Management - 2025 Renewal","006TU00000AUWj3YAH"
"61845448719","OWL Finance - 2025 Renewal - Aggregation","006TU00000AUOn8YAH"
"61812186631","Geowealth Management - 2025 Renewal - Aggregation","006TU00000AUT3dYAH"
"61850409903","Financial Symmetry Inc - 2025 Renewal - Aggregation","006TU00000AURrRYAX"
"61806762865","Stock Rover LLC - 2025 Renewal - Aggregation","006TU00000ARR1ZYAX"
"61818995752","Checkbook Inc. - 2025 Renewal - Aggregation","006TU00000AROi1YAH"
"61813263662","BitRail, LLC - 2025 Renewal - Account Verification","006TU00000AROLRYA5"
"61820073364","Integrated Rewards - 2025 Renewal - Aggregation","006TU00000ARNyrYAH"
"61810478364","CircleBlack, Inc. - 2025 Renewal - Aggregation","006TU00000ARLQnYAP"
"61844836773","Certegy Payment Solutions, LLC - 2025 Renewal - Aggregation","006TU00000ARExBYAX"
"61849476183","Oracle America, Inc. - 2025 Renewal - Aggregation","006TU00000AREAnYAP"
"61845448744","ExpenseWire LLC (pka Same Page Solutions) - 2025 Renewal","006TU00000ARD3RYAX"
"61852575787","Palladium Business Solutions (Pty) Ltd - 2025 Renewal - Aggregation - Standalone","006TU00000AQb31YAD"
"61842049295","Maji Financial Wellbeing Ltd - 2025 Renewal - Aggregation - Standalone","006TU00000AQiyvYAD"
"61847622183","My Accountant Technology - 2026 Renewal","006TU00000AQ7T8YAL"
"61806457005","My Accountant Technology - 2025 Renewal","006TU00000AQD5VYAX"
"61851494204","Bookipi - 2026 Renewal","006TU00000AQBLSYA5"
"61841428361","Frollo - 2025 Renewal (Q4)","006TU00000AQCm9YAH"
"61843440043","Mortgage House of Australia - 2025 Renewal","006TU00000AQCfhYAH"
"61848235697","Mortgage House of Australia - 2026 Renewal","006TU00000AQCarYAH"
"61852575789","Reckon - 2026 Renewal","006TU00000AQ7BOYA1"
"61806302722","Reckon - 2025 Renewal","006TU00000AQC7pYAH"
"61806762917","Tic Toc Homeloans - 2026 Renewal","006TU00000AQBwXYAX"
"61808003613","Saasu Pty Ltd - 2026 Renewal","006TU00000AQBq5YAH"
"61841269267","Saasu Pty Ltd - 2025 Renewal","006TU00000AQ60oYAD"
"61850097762","Advisor View","006TU00000AOejKYAT"
"61816046604","Implementation - FinApp and FL4 Upgrade","006TU00000AOcRPYA1"
"61813733768","Miles Technologies, Inc. 2025 Renewal","006TU00000ANve9YAD"
"61845760601","ReiHub 2025 Renewal","006TU00000ANumvYAD"
"61812332425","Borderless - 2025 Renewal","006TU00000ANmUSYA1"
"61844210297","MoneyEdge, Inc. - 2025 Renewal","006TU00000ANsYDYA1"
"61843131820","Autobooks (Billhighway) - 2025 Renewal","006TU00000ANsBdYAL"
"61814504083","Blueleaf Wealth, Inc. - 2025 Renewal","006TU00000ANqUnYAL"
"61840500320","Sync Extracts + Refresh @ Login Consulting","006TU00000ANlDOYA1"
"61818225545","Platinum & Direct Support + Auto Renew","006TU00000ANp5hYAD"
"61849476187","Aggregation + ATV","006TU00000ANUcLYAX"
"61818679079","Buxfer Inc. - 2025 Renewal - Aggregation","006TU00000AN8VNYA1"
"61851173482","Action Factory Inc - 2025 Renewal - Account Verification","006TU00000AN7sfYAD"
"61852260612","SAVVI Financial LLC (Dynamic Ideas) - 2025 Renewal - Aggregation","006TU00000AMtD0YAL"
"61814813283","Odoo Inc - 2025 Renewal - Account Verification","006TU00000AMye5YAD"
"61816046500","Wealth Access, Inc. - 2025 Renewal","006TU00000AMyFtYAL"
"61849315993","InfoArmor Inc - 2025 Renewal - Aggregation - Standalone","006TU00000AMwKXYA1"
"61839569579","Possible Financial - 2025 Renewal","006TU00000AMvQ5YAL"
"61810317716","AFT Analytics (Aliya) - 2025 Renewal -Agg & IAV","006TU00000AL4PRYA1"
"61841269055","Paysign Inc - 2025 Renewal - Account Verification","006TU00000AK5p1YAD"
"61813419564","VectorVest, Inc - 2025 Renewal - Aggregation","006TU00000AK6bNYAT"
"61815588990","Compound Financial, Inc. - 2025 Renewal - Aggregation - Standalone","006TU00000AJyAnYAL"
"61845448577","QuickFee- IAV","006TU00000AJa6rYAD"
"61809243679","Zoho - 2025 Renewal","006TU00000AJFvFYAX"
"61844366440","CountAbout Corp - 2025 Renewal","006TU00000AJB5GYAX"
"61851173646","Aero Payments - 2025 Renewal - Account Verification","006TU00000AJ74sYAD"
"61847466406","Jetson - 2025 Renewal","006TU00000AJCm6YAH"
"61814038064","Grassi & Co - 2025 Renewal","006TU00000AJ9wIYAT"
"61808309280","Capitect - 2025 Renewal","006TU00000AJCnhYAH"
"61841886115","WealthTrace - 2025 Renewal","006TU00000AJ1cAYAT"
"61820237200","NinjaTrader - 2025 Renewal","006TU00000AGKMnYAP"
"61807691530","Inventime - 2025 Renewal","006TU00000AGJH3YAP"
"61806763017","Qualia - 2025 Renewal","006TU00000AGIjBYAX"
"61848235904","BQE Software Inc - 2025 Renewal","006TU00000AGHlVYAX"
"61815892767","Edge Score New Instance- PS Fee","006TU00000AGHLhYAP"
"61811713046","Greyline Partners - 2025 Renewal","006TU00000AGE7hYAH"
